target_index,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,px_m,py_m,pz_m,qw,qx,qy,qz
16,-0.977774797745006,2.450657367694840,-1.139785667557599,5.637380658902602,2.704522578599061,0.037941224589462,0.106623951950207,-0.235867284883976,-0.591476289750574,-0.344503846751546,-0.018127773648198,-0.793901152093257,-0.500708941502892
17,-2.153119834289244,-1.126242673621719,-0.446216895110202,-5.803265776866702,-5.341934914215430,-0.673430918976138,0.008356346747096,0.363398644184285,0.964427754089132,0.483327032289147,-0.310734805398713,0.211287127742435,0.790693752487486
18,4.718713589484897,5.500867321642133,2.010580401074578,-0.781271211495866,1.607042221358927,-5.141434806665904,-0.133409376550263,0.479163905233691,-0.040006305279812,0.276398155924581,-0.463095214222505,-0.708186431566029,-0.455652126200984
19,1.970206060822697,3.984234762962013,0.087847535500380,1.263536733038286,5.727528858444431,6.104726652107020,0.020264928296099,0.515038891500138,0.693372386101527,0.430285026478700,-0.094171294887720,0.839819349603328,0.317316912942312
20,-5.361533776083753,5.772611858522685,1.445747474316400,2.029103963126602,0.440914096296749,-3.358798543113228,-0.149988105499717,-0.568922784043223,0.146149142045463,-0.600180865582999,-0.474388571164241,-0.559100612312405,-0.319601184992619
21,-2.517797309955023,-2.515949278806858,0.204476280536850,-1.355306988888519,-5.843011975433341,5.201750870942558,-0.696053307133946,-0.224366315568131,0.766348381707756,0.603181753057659,-0.217726407332830,-0.747938663449286,-0.171332250454849
22,-2.776132091343051,-3.152284451195636,-1.595388611059094,4.029568108053194,3.457599148203776,2.611240297602992,-0.358321943191489,-0.095405998442438,-0.329052934824955,-0.090107993189603,-0.014993903615656,-0.775895089020540,0.624213539785477
23,-5.081061534586087,2.815204352928532,1.846036700230407,-2.879580218036619,-1.123773564959669,3.823130141796916,0.346054487043207,0.403947570064387,0.527329135387780,-0.954235538065128,-0.199293024026909,-0.139283296523319,-0.174117752619784
24,0.105651477732321,-0.128508993425053,-0.209371552362519,6.080934107694389,0.206760300859059,-0.179970534583606,-0.831113791922598,-0.321306831638069,0.272202439031376,0.687241080170909,0.634969973846268,0.209828433980706,-0.283698534244357
25,2.495766036787847,-6.194068714068839,1.847186698965519,-2.986911037336225,-4.553236717559054,1.361770283947068,0.405767137786238,-0.157854044069921,-0.204958435427788,-0.417923950192944,-0.233624019571446,0.130538303614614,-0.868169995233552
26,2.278854175369059,-0.491106238446726,-1.016747372116237,4.485142804861216,1.819238972499274,0.189878170191277,0.270054709010188,-0.147195715422358,0.837453389480933,0.537098404997635,-0.711079116645526,-0.271363384466791,0.363667027362043
27,-2.041864628436001,0.562433074490540,0.107738199715197,-5.819195232581516,-6.129651698925429,5.939736184369856,0.056940325041515,0.624808827831391,-0.363256268421093,0.518246945093668,0.093401597906000,-0.748710685651183,-0.402651902518070
28,-1.072283511862934,-5.947524086926720,-1.179607330768123,5.476625188899796,4.888917172612667,0.884731197575890,-0.500930550667374,0.603202927228028,0.225767246969112,0.025606817015612,0.977489635248770,-0.187565369809140,-0.093153292759388
29,0.865374274752730,-3.139718593286740,-1.459816574204551,-1.507240973903554,-0.924121746922908,4.691097560305574,0.514384635605819,0.304411811215387,-0.310151779662611,-0.746701633335869,0.041104559155380,-0.654430748514568,-0.111657876519527
30,3.466734927996093,2.840069716429328,-2.111725480536281,5.709831009723326,-0.354942320242967,-0.746028704468243,-0.227274659588079,0.163744565570007,-0.317579543433989,-0.027434447911403,-0.409895301665400,0.552413998985411,0.725308187231727
31,6.077607121143584,5.254157996745079,-2.187700406718148,-4.001686655505894,-2.086094153518925,-4.263456443573413,0.122619263959198,-0.112111989592202,0.368326723374416,0.276933896490259,-0.895417014163154,0.219879225462467,-0.270534866388586
32,0.749920619080223,4.080739571954945,-2.429628141978336,-4.550323609138615,0.011993742063420,-0.619482897965843,0.349419958132374,0.005692003511726,0.212626653830894,-0.135280498262406,0.380636345907045,-0.594707215782111,0.695081640140996
33,3.571186285670617,-4.911848291566888,0.734111349344663,-5.477041763199384,2.009355789122168,6.035766389360996,-0.244027038062010,-0.011110748144696,-0.514142426933118,-0.257032995412398,0.208648040787705,0.748109403423749,-0.575093344470048
34,-4.923139947581034,0.013998554209087,-1.614890434940109,3.817183692975362,1.945626312058177,4.997144193535716,0.037224185357291,-0.291537571511830,0.534698639338053,0.348586814203238,-0.770041429515558,-0.527926734449305,-0.082563871317709
35,-3.904091688645603,0.214909959634467,2.884030682359224,5.356597457484535,-5.978916916988774,0.428561207780395,0.103631247969913,0.218258489336052,0.087542546022204,-0.522271626971781,0.789163911466283,-0.026867032129411,0.322072710865176
36,-5.426421280265274,1.910185231842064,-2.155402550558449,4.612969151413779,1.298473152105444,1.097824573143893,-0.075110948277970,-0.332363546708745,-0.018155662482333,-0.962593903105286,-0.000437639761490,-0.216201235239584,-0.163308946652804
37,1.310589267288132,4.835847275464022,-0.761343235866914,2.638664402671850,2.855447599362494,2.955337080665467,0.087501808747119,0.180698083365473,0.797017888141113,0.587422686292430,-0.348169176168714,-0.661519637882390,0.310007388768293
38,-6.047557694575060,0.565048257277201,-1.446175980121747,2.793631538764506,-3.779345925562845,6.044957740673453,-0.468010018492095,-0.167544525189310,0.215254844442244,-0.421058319615316,0.790910678294295,-0.393630021593879,-0.205488677407752
39,3.226002837050444,1.352901325279560,-2.655004817485958,-2.328454071005805,-5.173308841905316,1.971626275211182,0.054602419745061,0.183734919649680,0.172196274041451,0.069642211402147,-0.805619048475329,0.247639677525181,0.533668906008162
40,0.148530052085603,0.507389383206247,-0.846980364974762,0.609901094550114,3.130527834524779,5.325807425098189,-0.702523776506144,-0.139504764697267,-0.009594802403252,-0.359517085301773,0.452636323284376,-0.544607794366423,-0.607676044068762
41,-4.723144810470068,-3.364635968448378,-1.935895577190223,-3.266621070978082,-4.365075592892834,0.187755373687954,0.101923837102519,0.181786381770015,-0.120605808002220,0.914056745309956,-0.358178736028213,-0.127048407047678,0.141657903687896
42,-4.691426261473405,5.045725825719135,1.980076793456292,-1.629038714036943,2.737276233191338,-4.472589401558541,0.053167166024373,-0.529198991039855,0.266790170638690,0.625537556009866,-0.229480786955556,-0.543080386774535,0.510984371522539
43,3.220242570458600,4.067069999966833,2.298786070974309,-5.201710107626962,5.503264906417414,4.985795728054569,-0.000778250035809,0.205671600229183,0.495199897547567,0.081694429126977,0.148780560493456,-0.393607081741966,-0.903473203958725
44,5.266299618890432,-3.389432691800663,2.956978461486150,5.781921388088357,-4.009560544686811,0.848750211375593,-0.095638457342247,0.022767052301344,0.224879563326232,0.492965874957518,-0.366553922094316,-0.242832216197213,-0.750769860277697
45,5.928850907205636,-3.653015898634117,-0.132517841923572,-1.055156912008364,-2.020425817435362,3.341908234337430,0.714029358581219,-0.360687626167772,-0.203815398609917,0.643786859217039,-0.224768764574895,-0.053629479836942,-0.729480199363461
46,1.193127158297139,0.549219265349035,-1.394514458826224,-5.267200690709542,1.496800199824058,-5.469187976076953,-0.128131977120205,-0.706417593768190,0.118935854126488,-0.622433901096153,-0.645957625223800,0.409190949115951,-0.166965722060071
47,0.110267638972815,-2.072249274164100,2.337414505861961,-3.676604392646700,3.858301844679602,2.550556127683214,-0.202928575496244,-0.081428521770561,0.546838448137945,0.161038011498388,0.361085944819407,-0.531090056992305,-0.749417807815128
48,-2.073300052758536,-5.081970032190581,-0.935087340562901,-0.609741215416098,-5.954789152665129,-1.077740139568209,0.086549399279336,0.632252405617954,-0.419687312159965,0.236483240504513,-0.589121329239732,0.314019214752638,0.705977102434231
49,-1.021399157310078,-0.447595076103877,-2.263042098721436,-2.222909391631709,-4.986376405742350,5.690001210308557,-0.111523263899112,-0.126291020356311,0.394832060447631,0.133305802019891,0.545058022597213,-0.820084089004513,-0.112264874791215
50,2.002969378769434,2.922207978089670,0.252096221003940,-2.223398705111728,-5.156901135994821,-2.401665357108727,-0.189237694888341,0.832862899367997,-0.048250700300128,0.339439155990440,0.075938419657985,0.928253783681623,-0.131754805912715
51,-1.756304908829212,-5.612050067850721,-0.892804790205152,-5.684641721140867,3.723962642509283,-1.483373104470639,0.066083848130927,0.625839602711140,-0.087853386052426,0.686536115420402,0.157194548135865,0.611624619999398,-0.360379467326343
52,-4.899057487186186,4.051891541716657,2.198889744590050,-1.406348121164991,-1.706067219243454,-2.191012454953011,0.078123035772802,-0.235729921271889,0.399927191213078,-0.035943824916855,0.841285198994059,-0.532314574523002,-0.087111705035938
53,-4.311761841914807,5.826715579310230,-1.321688455003462,-6.072779967882870,0.510115809594841,-3.498481331066793,0.360108879282104,-0.282888705710556,0.782457987197327,0.019633191744107,-0.470461075974662,-0.185818052939869,-0.862410902630723
54,-1.042125561918643,-0.875852367522805,0.695741355916640,-3.645502439345936,3.914812471630515,4.125163024810265,-0.381127848797967,0.528686681643115,0.681299929117544,0.449939988588924,-0.430867230242858,-0.306064182679235,-0.719883429905383
55,5.745857839182300,1.922706577337566,-0.947156880006845,4.586727508540760,-2.627955000241887,1.189640613937383,-0.111978603623371,0.012119520415212,-0.668087281765641,0.254044479543415,-0.800545185644714,-0.145907445012881,-0.522780858146508
56,1.017836037824276,-3.675199387473937,-1.325946252740952,-2.608158136605987,-5.118389317732809,-2.419289853931994,0.218548561688374,0.023771948980694,-0.364033446292499,-0.106729448986824,0.089629112473867,-0.215161324604720,0.966582149281921
57,0.429310261209623,-4.145805819312047,-2.936039120190042,-5.238750134738495,-4.758869455391076,0.286062437760054,-0.049513217514393,-0.175150293859471,-0.036051663282728,0.567137071714628,0.605183918517664,-0.505247811893585,-0.238395921171708
58,-0.002458276285146,0.438139249740913,-1.046334927474144,-1.579355029083103,-2.629051846256931,-0.192918395084596,-0.816614895684046,-0.044842539727740,0.224510227747750,0.507757204411481,-0.641819196093367,-0.536739854877214,-0.205331607602653
59,-4.810476734386627,-5.870149547270927,-0.454541669016388,1.076505814594980,1.143121920397226,4.500214307654980,0.102027302710972,-0.755011604261560,-0.120620094158155,0.317777350197724,0.585358230758021,0.740651189549608,-0.088369184696384
60,-1.639152554996378,-0.547113348359364,2.614408561089139,3.703118024573550,-4.341373935267742,-2.089783708081522,-0.076580512330459,0.312463138920059,-0.001990324862564,0.791914162231561,-0.335641856250505,0.398418477930486,0.318558033069888
61,-3.589455531213443,-4.834179976887952,-3.014382965659852,-3.222141226213949,1.607125234959934,-2.258149895947669,0.021788110663173,0.134164839210147,0.025984339266380,0.021903590046838,-0.118678147290337,0.992056478117384,-0.035491890962964
62,4.698371681207901,4.341390779132180,-0.541763845191364,-1.014677852312861,-4.330008906120228,0.338191127540131,-0.104892571854000,-0.584670852856966,0.860133865486511,0.244411157309141,0.034541434282918,0.812874602850159,-0.527546164370174
63,5.033309507441487,4.267957623172508,-2.264557102494910,-4.148931508623207,3.643470934858723,3.622247323724503,0.030787092708232,-0.239497736498024,0.204808685356048,0.354619979627858,0.209752099360168,0.811107363295182,0.415154877209792
64,-2.399595828387637,1.935306261516345,-3.004922186599330,1.593881929125786,-2.947260698402531,-4.198104672442801,-0.046319741312023,0.006215031932176,0.032810942899701,0.354800251067976,0.590468747085876,-0.320956537747710,0.649961799980537
65,-2.193467407308101,2.217393584210779,-0.185610390669924,3.963746885345836,4.632003343203337,1.076252683519618,-0.392553715825382,-0.330775412187719,-0.651459537280172,-0.575420423263807,-0.546704103712801,0.585242551898790,-0.165822540450554
66,-4.552031932414930,-4.673611862663273,0.154279849870653,-0.568165522824709,-5.772189042244658,5.325675948660328,0.191752107824974,0.199997761227676,-0.728539615234023,-0.341001579522229,-0.668744140616136,-0.529435825625573,-0.395217539715912
67,-5.250246682860813,3.140479349374008,-2.033127413372049,2.582580378831613,-2.506639727946419,-6.030702851587815,0.121254687102645,0.098857577818029,-0.133703762911313,-0.451462177196276,0.503315604096942,0.633456116637184,-0.376282677688818
68,-5.464149972454379,3.436523112904426,2.935702763215031,4.395368954278753,4.875244306127758,2.437480792267214,0.039038096631785,-0.178199055818789,0.178155753286509,-0.138398637352961,-0.990157684057988,0.014340316947809,0.015097456395107
69,-1.266154031428972,-2.958998647581510,-1.117461883958901,2.286580739205130,-1.151024201026454,2.580986481110838,-0.006745050787513,-0.561159082777862,-0.142602029532888,-0.191758946572798,-0.428275014141944,0.873073629051451,0.132481911693398
70,2.732207192476592,-0.547959132332577,3.035320054983505,-1.388803640499985,3.125931863154506,-0.926062738802233,-0.020060516109679,0.045780290197097,0.098967880773235,-0.245630227557740,-0.490341220917741,-0.516273741647269,0.657793814249086
71,-0.816443348250107,4.511025191351401,-1.582782779567797,1.794497812144352,-2.663819602000731,-4.728137114740171,0.219484513367909,-0.299553613770255,0.449399578264477,0.473571743668166,-0.787823783791782,0.330488636919935,-0.214104530913980
72,-1.722044125823005,-3.514925514194057,2.397990487434612,2.661163908118789,-2.847122553920053,0.534484654728489,-0.086774002305314,-0.315115253181074,0.386664551152832,-0.786914197331546,-0.210304593131221,-0.557410790180945,-0.160720985362258
73,-2.109720497507237,3.965406211960143,0.670109553933609,-5.802534868455017,-1.732300063369352,-3.989337633845997,-0.237557059220309,-0.167506078036039,0.735631623482405,0.066955503814847,0.166165190502255,-0.962391514031859,0.204226990610240
74,-3.289497185896430,-4.302966937005786,0.005405126629495,0.472574060389419,1.299699769154245,2.825949074296803,-0.436255895305065,0.227552445653133,-0.568920576948853,-0.119818703593126,-0.646124248658683,0.621858131326432,0.425980513718308
75,-2.202180910827787,0.355985465637948,1.787289934757299,-1.415313154296225,5.773384282368934,-0.335335238785766,-0.129610691300130,0.197642389954692,-0.356802167109440,0.600731364978175,0.280880112301046,-0.508684407948782,-0.549061346986844
76,-0.954490582460161,-4.159651974114034,1.123837701256814,2.942408623625795,-1.361405163791735,2.699150104820335,0.278888937292203,-0.661503452645636,-0.266013070454499,-0.018834005705387,-0.310587230278353,0.670187958142348,-0.673816706069315
77,1.416919551458713,0.935422226092645,1.169416492060285,-1.975084619114531,4.539800686100593,-4.312733374873019,0.124325509149261,0.039340929902207,-0.602890240186409,0.625263730553706,-0.542571924570996,-0.376671858833719,-0.415667276417255
78,-1.728806701180490,2.967756491216194,0.612418488059378,2.583838098117138,5.566311723087209,4.150558109769971,-0.336884466753908,-0.783593426526754,0.148854270919886,-0.032750579608590,0.604470706890526,0.416740310859891,-0.678137211300908
79,-2.818003467125404,-0.761941434552216,-0.548575378498185,1.045970868405290,0.471116777030144,1.402152340540816,0.382557722966016,0.363620456933357,0.750532378868238,-0.368993287678770,0.401381696135886,0.528728925602130,0.650524719658453
80,4.643870290701980,-5.248014812352282,0.013622882788790,-2.835497274074370,-4.498349710380872,1.517563542079945,-0.079007381773378,0.495685272694392,-0.425400087258074,0.663767805436715,0.001813384051604,0.150831596858332,-0.732570024975889
81,-1.011656989574707,2.016203942436650,1.191291695076712,-2.241127353664068,-4.140052888014530,-0.130180725823909,0.255239314378843,-0.558404922640065,-0.320718802306531,-0.202538721857405,0.230371431052298,-0.890381356127719,-0.336345225272264
82,6.036520554454009,-2.945460850851306,2.068957211775707,-0.346719316419458,4.054442648295012,-0.747106900881928,0.078181368063163,-0.094809998600283,0.438621970454474,-0.066339402720658,-0.427322300064861,-0.830278833391325,-0.351613131632316
83,-1.098913231782706,-1.248042161334023,-1.973177710630725,-4.878413480492618,4.521604584095355,4.037326572536903,-0.041062105427209,-0.172610311957331,0.463955320672644,-0.003771306217919,0.219217290857528,0.963396880474935,0.154259545343755
84,-4.534680016127323,-4.847698727473714,0.336948406310858,2.824377326966951,0.911514158600300,2.770233463097933,0.204384694094160,-0.033437597979145,-0.552125468233136,0.109924451084456,0.296246584755493,0.140209108319483,0.938347474030139
85,0.482120338246459,-1.148551869473110,0.177181416730583,-5.967385448705219,4.660538166943532,3.700745691177191,-0.274406702627804,-0.288989112390550,0.734182188777608,0.432355167171597,-0.617654343606504,0.650307076471262,-0.093128016919932
86,1.157235576196105,-5.165714912817787,-0.290654768576537,-2.016190277392053,-0.754303327180972,1.413764419961431,-0.019107843254484,-0.558316096912436,-0.608279334914988,0.258639698265822,0.759473471062832,0.490902419003399,0.339588527852974
87,4.257663852443864,-0.133522687412390,3.087471245229927,0.951157246095432,-2.498324572287000,-1.983370617736102,0.016756665648766,0.157189172607324,0.177219286253652,-0.265151290690076,-0.715310798328220,-0.442385689243293,-0.471508384647789
88,2.232513816134020,-4.186897775513046,2.617719781838705,-1.788128181727791,0.443210056500877,0.136426456830376,0.007482471459823,0.355483241416511,0.275844765305961,-0.650005528608553,0.722930861339005,-0.152533774955302,0.177756096941414
89,4.809765942742601,-5.412313214383398,-2.026331605703468,-0.087068823121738,-1.742144663260898,2.736431784652044,-0.164503893537532,0.481116762557728,0.071079282267741,0.058467054464515,-0.257934784491739,0.948598753649594,-0.173815002418893
90,-3.392076935123451,2.601529755928340,-3.089176170208047,2.014067841145136,-6.186305705913238,-4.976912545162741,-0.056118692746929,0.255412178442864,0.114040744409690,-0.645536785289488,0.740210915332209,0.020106068437661,0.186991458824053
91,4.726392305076189,1.079971140140787,-0.729701088783799,5.227080130233208,1.803017827551960,5.563244779859421,-0.120881510026237,0.705830753344872,-0.359322898500748,-0.357306166480416,0.051185070439293,-0.426322894609783,-0.829434253868702
92,-5.204070158858378,-2.940917463551472,-2.253412797321041,-3.705992909614604,-5.104978424625633,-2.442716434596703,0.276809976669444,0.152000976495454,0.033189991183820,-0.009064009274824,-0.414669572600817,-0.311008671596279,-0.855126069937550
93,-5.932289487960914,-1.718377303966101,-0.917669360325637,-4.993104149155121,-6.148780729572413,2.865385921082698,0.366529194194493,-0.114057777743531,0.763988543291411,0.454854977118402,0.544030920209914,-0.372446623131759,0.598682570786826
94,2.608337469797274,4.265859012845052,0.455550591617927,-2.657196734587123,1.593991018269419,0.120529938923385,-0.204686125683986,0.273737261619894,0.897628712443393,0.198236509870954,-0.868251784612233,-0.431717833363414,0.143041382221566
95,-4.580657423391046,1.097229833188893,2.997853068745953,-5.019901006992614,6.058349928614810,-4.920435140643268,0.233858260269143,-0.002657124734693,0.026424667208268,0.264922676679160,0.589676795080737,0.491216530777100,0.583783840660025
96,2.301063998380423,3.214203696987660,1.023290354163633,-0.150150768751833,6.077029608554104,4.163739939692155,-0.167486340081277,0.534665979069894,0.584367850244920,0.308292998688555,-0.758861740507257,-0.084425106213565,-0.567412272686045
97,-3.859431805227965,4.908300359204917,0.555303383767916,4.062889444538653,-3.661673919614897,5.905640998279781,0.265312753691522,-0.168991976246115,0.970896451077514,0.544850046797941,-0.258710624116435,-0.638622459792306,0.477879266470508
98,-4.082450441257484,0.869804472363346,-1.164198578785460,-1.215486204224946,1.596045235957051,-1.364601427983544,0.551096014487467,-0.532758325204292,0.045651412425655,0.932643746098651,0.027121818927713,0.018731875205358,-0.359289808723291
99,4.974901698699218,-5.267757032337959,1.894990558954980,-5.398174979177413,0.852782532861383,5.037596651598029,-0.152346092470331,-0.202930743006213,-0.162757661330384,-0.533345960065690,-0.054021717425739,0.517731694560011,-0.666766550882692
100,2.000403764878973,4.647536691486350,1.547750711196587,-2.372805292947001,2.090407908106224,-4.538675591519378,0.225979122600558,-0.290743086698749,0.753859524610906,-0.307832797740533,0.470964676867039,-0.070655749417872,-0.823674090191601
101,4.097028878615632,-1.499754428174006,-2.111455759968905,-3.284653650087968,-3.061562984289516,5.017646614241105,-0.182976196078524,-0.199378928840007,0.323121887065357,0.685877199212140,0.518097552301213,0.504540717838534,0.081154531255995
102,2.996430382297394,-2.317393072540309,2.756489845902822,-1.322818808457662,4.635426425351023,6.063386041851194,0.097674588658033,0.113374844192642,0.167794561552570,0.220688515023215,0.698470452753248,-0.630513511147288,-0.256687199190455
103,-1.839356144025515,-2.708350266688534,2.573887792417544,-2.011772996667377,3.096119633605150,-0.046559016199388,-0.010552489281127,0.090181888676968,0.452206313162143,-0.084829766953075,0.635646597133664,-0.277281633616944,0.715452451145287
104,1.345234477417515,0.793740345360074,-2.454957152894976,5.329340637540378,-0.615170735282657,-2.742835943527887,0.129073064133004,-0.401799315750013,0.307835948704684,-0.406741977230482,-0.802918421151357,0.018128953029210,-0.435378357289973
105,-3.700447836184977,-4.371269069394545,3.018764704611988,5.916007491022427,-4.716932240065822,-4.879336282985492,0.093988835790259,0.099803839434958,0.258911919339476,-0.354161870982932,0.072509589486162,-0.016702772047364,-0.932219258533287
106,-4.415720027122968,-0.870446938884348,1.866792616942964,-4.839157449268502,-3.489180717007923,5.294151838533617,0.154106380193224,-0.367364689180165,0.213311625277755,0.501102786117916,-0.449343862126289,-0.638724597184961,0.372849809259979
107,-3.891495587083882,-5.948841322219475,-2.636521930356318,0.624877931115448,-1.372255836625531,5.668929645381235,0.287349426437171,-0.057566023515043,0.228433535787793,0.103901551895259,-0.657368708016749,0.745162199566614,-0.042475234798568
108,-5.732387580286719,-2.828654338583321,0.130371485414614,-3.091159060305870,-4.277437842679534,5.464259888100978,0.666709951309202,0.301688174080490,0.330943480003640,-0.156297027803850,-0.822905012566616,0.194233466501899,0.510560417466020
109,0.706104181293437,-5.280780113834297,-0.990069958596240,1.110829399856514,-5.215604182046850,-4.867313452256354,-0.314334422243900,-0.507544074494495,-0.322267383853551,0.140795480730282,0.444331306153784,-0.835124002806641,0.292085985479986
110,2.066589843760715,1.991992154684912,-0.898134981560740,-5.098868387689487,-1.409069151583607,-5.787954337498388,0.129326396221570,0.076404533078146,-0.433110429061698,0.469205586272741,-0.075872701896611,0.345207579658225,-0.809272004868494
111,-5.976645446003983,1.902663691797979,-2.204424802850918,1.674021988755313,-0.019095321950505,0.446023395012691,-0.060394080877324,-0.264538254916084,-0.140158329540654,0.346238705609443,0.510616686167044,-0.479490414134260,0.624081966811284
112,-2.735030984463444,5.299938938401379,-0.445190519794651,-3.200837647257518,1.480436773226607,2.535403859779736,0.111782059894580,0.203844472200687,0.813816212453205,-0.008652754958386,0.958998109000058,-0.276701709264361,-0.060695311648635
113,-5.703294152677023,-2.262482878517969,1.268095832623771,-3.221378832579230,2.364655641810316,-6.127019877157399,0.183887132260149,0.045502960744469,0.804991036028957,-0.359103086646889,0.802473832873565,-0.405262231224210,-0.250685549358280
114,-2.604114092527514,-0.574186583275280,-0.948746281924689,-2.304287620346082,-1.638026053563458,-5.052951759715048,0.269426307692882,0.308754389067782,0.925965708745525,-0.900178351709832,0.154447092709629,-0.400352000183104,-0.074453385523434
115,-4.030991863219934,-5.862727504847341,-0.437557769536574,1.161839634685096,-0.269566653653878,5.074702425300059,0.605910694109188,-0.381372173704476,-0.020850691723521,0.326230554412949,0.210435590442929,0.578328510951363,0.717514195722381
116,1.854908925202588,-3.927603885592472,0.294069710507326,-1.100063028752214,-4.488989179252454,-1.139388470355289,-0.101118968293984,0.745295366738973,-0.422474808853107,0.036636728038036,-0.753230425971567,-0.648158324293617,0.105794433682733
117,-2.460930048953941,-4.316423418645348,2.958941371794487,2.388128021152635,4.863210336554490,-1.200722952238762,-0.262846332661335,-0.021084967585762,0.187362796732308,0.464587613831820,0.274074432209039,-0.030584884766545,-0.841490415576533
118,1.077507397700089,0.517437391707568,-2.831643470397081,1.354191991494306,-1.356219863169393,-1.980552108853083,0.075248936772417,-0.187984870772286,0.103956396933409,-0.315897906745449,0.618232543586046,-0.719718595452017,-0.001475779640728
119,5.075374075402562,2.799081931680355,1.238828580997529,5.633755392093850,4.294026638287352,-4.700292430788767,0.101630810875711,-0.530554845771780,0.401064026881273,-0.473820992295045,0.559343346178484,-0.546617060454647,-0.404769659888581
120,2.557094520569983,-2.982639769810052,1.230625875010316,1.118250135479872,5.451694987333587,-3.912687072183809,-0.298052977027349,0.438659762645630,0.491512950079435,0.453245440367234,-0.656534143550075,-0.536428225903841,-0.275274858265224
121,-3.018762549147333,5.541971357083330,-2.433272483208758,1.710419825326889,-5.760952729336712,3.397632601834697,-0.000778440271191,0.222249854778908,0.476006191621001,-0.730414650191450,0.406614544134539,0.294407221403201,0.463123568035151
122,2.781536675185803,-1.539614128991886,0.373785188588480,-5.950528819841441,-0.426272675194203,-0.407907049980604,0.279469076572863,0.135260204834021,0.850233089971606,0.346550615238207,-0.432877940262144,0.682362403152125,0.476341170461762
